Artikelnummer;Artikelname;Länge;Breite;Höhe;Artikelgewicht;Farbe
4932472271;FPXPH25I-1406 25mm Expanderkopf Milwaukee;6,2;5,8;10,5;0,3;5258FF
4932480732;HSFSM -PH Eindringkopf für M18™ Hochgeschwindigkeitsrohrreiniger mit biegsamer Welle Milwaukee;5,2;5,2;4,4;0,08;5259FF
4932492061;Fräsbohrkrone SDS-Max 80 x 990 mm einteilig Milwaukee;106;31,2;9,8;3,94;5260FF
4932479245;Asphaltmeißel 30 mm Sechskant 400 x 115 mm Milwaukee;3,3;11,4;40;2,66;5261FF
4932352390;Metallbohrer HSS-G THUNDERWEB DIN 338   10er Pack 6,0 x 93 mm, HSS-G Milwaukee;15,3;3,1;3,4;0,18;5262FF
02-0513-17;Lochwandplatten 2-tlg. für Eck Modul für Schranksystem RTX5000 - 1420 x 1000 x 30 mm | RETTER RTX-5000;142;100;3;34,5;5263FF
3655520;4520 x 34 x 1,1mm 2-3 ZpZ Sägeband;4520;1;34;12;5264FF
3049205;635 x 520 x 415 mm Aufspanntisch;635;520;413;159;5265FF
4932479070;Ersatz-Splitterschutz PSA-3 für GR800/1400/2700 Milwaukee;19,9;13;19,9;0,26;5266FF
4932459529;Presseinsatz für hydraulisches Akku-Presswerkzeug C13 Cu 70 Milwaukee;7;4,2;4;0,2;5267FF
4932352721;PXPH 25I - 1410 25mm Expanderkopf Milwaukee;5,8;6,2;10,3;0,28;5268FF
4932356511;Hammerbohrer MX4 SDS-Plus 30 x 450 mm, SDS-Plus 4-Schneiden Milwaukee;51,5;3,7;2,8;1,07;5269FF
4932479473;"SPEED FEED Holzbohrer 20 x 165 mm, 1/4"" Hex Milwaukee";24,4;5;2,6;0,09;5270FF
4932459871;Metallbohrer HSS-G THUNDERWEB DIN 338   5er Pack 8,3 x 117 mm, HSS-G Milwaukee;15,5;3,4;3,1;0,21;5271FF
4932363454;Metallbohrer HSS-R DIN 338  10er Pack 2,0 x 49 mm, HSS-R Milwaukee;7,5;1,7;1,7;0,02;5272FF
49560720;Lochsäge mit HM-Verzahnung 51 mm Hole Dozer Milwaukee;10,1;7,5;58;0,12;5273FF
3880715;Typ E5, Ø 96 x 55 x 50 mm Biegerollensatz;0;0;0;0;5274FF
3351542;HSS Bi-Metall M 42, 1335 x 13 x 0,65 mm, 6 - 10 ZpZ, 0° Sägeband;270;270;130;8;5275FF
3050668;MK 3-MK 4 Verlängerungshülse;245;55;55;161;5276FF
3352014;MK 3 direktspannend / M 12 Spannzangensatz;230;130;80;12;5277FF
4933478498;M18ONEFHPXDEL-552C ONE KEY™ Akku-Kombihammer + Staubabsaugung Milwaukee;22;74;58;17,34;5278FF
4933493648;M12FROS2.5-502X M12 FUEL™ Akku-Exzenterschleifer 150 mm Milwaukee;47,5;18;36,2;5,64;5279FF
4932430063;M18B4 Akku 4.0 Ah Milwaukee;15,6;8,5;8,3;0,78;5280FF
02-01046;Drehteller Set 2-tlg für Achsvermessung - 4 Säulen Hebebühne Zubehör;44;44;10;19;5281FF
02-0513-7;Lochwandplatte für Schranksystem RTX5000 - 1420 x 680 x 30 mm | RETTER RTX-5000;68;3;142;14;5282FF
4933498587;M18FDDEC-0 M18™ Staubabsaugung Milwaukee;27,5;10,5;22,5;4,4;5283FF
4933480958;M12FBFL10-0 FUEL™ Akku-Bandfeile Milwaukee;16,1;26,8;10,6;1,23;5284FF
4933451902;M12NRG-302 12V Starterset Milwaukee;15;29,5;7,5;1,16;5285FF
48533840;10-teiliges Zubehörset 22 mm für M18FCSSM / M18FSSM Milwaukee;18,4;11,4;46,8;4,55;5286FF
49560729;Lochsäge mit HM-Verzahnung 67 mm Hole Dozer Milwaukee;5,5;10,2;12,7;0,2;5287FF
02-01067;XUPAI 6-DZF-20 – 12V 20Ah Gel-Batterie;18;17;7,7;4;5288FF
4933500421;M12BLPDRC-0 Milwaukee M12™ Akku-Schlagbohrschrauber;15,8;7,7;22,7;0,83;5289FF
02-0824;Einzel-Haken 25 mm für Werkstattschränke | RT-G752 kurz;3;3;3;0,2;5290FF
3880133;Typ E3, Ø 62 x 26 x 22 mm Biegerollensatz;0;0;0;6;5291FF
3655115;2980 x 27 x 0,9mm 2-3 ZpZ Sägeband;0;0;0;6;5292FF
4933471940;M18FNCS18GS-202X FUEL™ Akku-Tacker Milwaukee;46;24;38;7,83;5293FF
02-01319-EU 45;WARTER REVUEL Sicherheitsschuhe S1P – Leichte Halbschuhe mit Stahlkappe & Durchtrittschutz Bequeme Sohle EN ISO 20345 EU 45;30;15;15;1,1;5294FF
4933451220;AG10-125EK 1000 W Winkelschleifer Milwaukee;13,7;37,5;12,8;3,03;5295FF
4932479101;Softgrip-Ummantelung für M12FIR12 Milwaukee;21,5;5,4;15,1;0,09;5296FF
4932352018;Hammerbohrer MX4 SDS-Plus 6,5 x 315 mm, SDS-Plus 4-Schneiden Milwaukee;37,5;3,7;1,3;0,07;5297FF
4932471169;Premium-Betonbohrer Rundschaft 4 x 90 mm Milwaukee;4,8;15;0,4;0,01;5298FF
4932459881;Metallbohrer HSS-G THUNDERWEB DIN 338   5er Pack 9,7 x 133 mm, HSS-G Milwaukee;4,8;4,8;18,9;0,33;5299FF
4932430465;Adapter Winkelschleifer M 14 für Diamant-Lochsäge DIAMOND MAX ab 32 mm Milwaukee;10;4;3;0,11;5300FF
02-0650;Radheber - Reifenservice Radlifter RTH-200A;70;65;162;129;5301FF
4932352799;SDS MAX HAMMERBOHRER 52x570 - 1ST;57;5,2;5,2;3,5;5302FF
3354262;WPS-2 Werkstück-Stütze;90;40;40;5;5303FF
3536311;Ø 8 mm Weldon Halter BT 30;65;120;65;8;5304FF
3441522;für Drehmaschine TH3309 Positionsanschlag mit Feineinstellung;0;0;0;12;5305FF
02-0950;Diagnosewagen mit Rollladenklappe - RT-403 Multifunktionswagen RETTER | Universal-Laptopwagen fahrbar;105;60;22;47;5306FF
02-01237;Baggerzahn PC60 für Minibagger, hochverschleißfester Löffelzahn 170 mm;17;8;5;1;5307FF
3356815;RP 3/8'' - 1/2'' Verbindungsstück;297;265;27;4;5308FF
44700375;Druckteller für Folienbeutelaufnahme C18 PCG / M12 PCG Milwaukee;7,7;11,3;2,5;0,04;5309FF
4932472154;Hammerbohrer MX4 SDS-Plus 50er Pack 7 x 115 mm, SDS-Plus 4-Schneiden Milwaukee;17;9;8;2;5310FF
4932373349;HSS-G RED COBALT Metallbohrer DIN 338   5er Pack 7,5 x 109 mm, HSS-G Co Milwaukee;3;3;16;0,18;5311FF
4932373326;Metallbohrer HSS-R reduzierter Schaft 17,5 x 191 mm, HSS-R Milwaukee;24,5;4;2,5;0,22;5312FF
4932464930;BIGHAWG Multimaterial-Lochsäge 70 mm Milwaukee;16;10;8;0,38;5313FF
3653506;Ø 350 x 2,5 x 32 mm t6 Sägeblatt;410;424;4;184;5314FF
4933451633;M12BDC8-202C Akku Rohrreiniger Milwaukee;31,5;47;31;7,35;5315FF
4932459390;Pressbacke J12-ACz20 Nennweite ACz20 für 12 V Presswerkzeug Milwaukee;22,5;16;10;1,29;5316FF
4932471087;Pressbacke J18-V16 Nennweite V16 für 18 V Presswerkzeug Milwaukee;23;16;10;2,1;5317FF
4932451786;Presseinsatz für hydraulisches Akku-Presswerkzeug RU22 Cu150/AL120 für Cu/Al Milwaukee;7;4;4;0,2;5318FF
4932363677;CV-Schalungsbohrer DIN 7490 14 x 600 mm Milwaukee;4;64,5;2;0,3;5319FF
49560158;Lochsäge Bi-Metall 67 mm Hole Dozer Milwaukee;12,7;5,4;10,2;0,2;5320FF
49565170;Lochsäge Bi-Metall 64 mm Hole Dozer Großpack Milwaukee;36,6;34,6;7,2;0,16;5321FF
02-01107;Schraubendreher-Organizer aus Metall - Werkzeughalter RETTER;39,5;6;3;0,52;5322FF
02-0893-23 mm;"Steckschlüssel-Einsatz Sechskant - Innenvierkant 12,5 mm (1/2"") | SW 6-32 mm 23 mm";10;5;5;0,3;5323FF
3351521;HSS Bi-Metall M 42, 1735 x 13 x 0,9 mm, 6 ZpZ, 10° Sägeband;25;25;15;14;5324FF
4933478439;M18FSAGF125XPDB-0X FUEL™ Akku-Flachkopf-Sicherheits-Winkelschleifer Milwaukee;47,5;12,5;36;4,76;5325FF
4933493194;M18RLOHVG300-501C M18™ ONE-KEY™ Akku-Rotationslaser Milwaukee;66,5;30,5;53,5;13,13;5326FF
4933478868;M12UCL-0 Akku-Unterbodenleuchte Milwaukee;38,4;16,4;7,6;1,64;5327FF
4932500101;"J18-ACR 1/4"" Pressbacke Sanha Streamline ACR -1/4"" Milwaukee";25;15;10;1,4;5328FF
4932500061;Hammerbohrer MX4 SDS-Plus Set 7-teilig Milwaukee 5,5 x 115 mm, 5/5,5/6/7/8/10 x 165 mm in PACKOUT kompatibler Kassette;21,5;10;5,5;0,52;5329FF
4932451733;Presseinsatz für hydraulisches Akku-Presswerkzeug NF22 Cu 16 für Cu Milwaukee;7,3;4,1;4,5;0,14;5330FF
49520600;Druckstange kurz für 310 ml Aufnahme PCG 14.4 Milwaukee;1,9;5,1;49,5;0,23;5331FF
4932478268;Breitmeißel SDS-Max Premium SLEDGE 380 x 50 mm Milwaukee;46,5;5;1;0,84;5332FF
4932363687;WS-Holz Schlangenbohrer 20 x 230 mm Milwaukee;29,3;3,3;2,8;0,25;5333FF
4932464936;BIGHAWG Multimaterial-Lochsäge 117 mm Milwaukee;8;15;18;0,87;5334FF
02-01243;Lotus Ölfilter LJ623 Ersatz für 119005-35151 passend für EC55 R60-7 SK60-7;9;8,5;9;0,5;5335FF
02-0661;RETTER Kraftstoffdruckregler Zumesseinheit Duramax 6.6L LLY RT-F1312;0;0;0;1;5336FF
3880724;Typ E4, Ø 126 x 65 x 50 mm, Biegerollensatz;0;0;0;48;5337FF
3655215;6230 x 41 x 1,3 mm 3-4 ZpZ Sägeband;0;0;0;232;5338FF
3655816;3660 x 27 x 0,9 mm 4-6 ZpZ Sägeband;400;400;200;37;5339FF
4933448025;AGV15-125XCDEC-SET Winkelschleifer mit Absaughaube Trennen Milwaukee;47;21;36;7,33;5340FF
4932316243;Hartmetallwendemesser 102 mm  Milwaukee;11,5;13,5;0,4;0,02;5341FF
4932479224;Stampfplatte 200 x 200 mm Milwaukee;21,6;30,7;15;10,58;5342FF
4932479948;Glas-/Fliesenbohrer Set 5-teilig 4, 5, 6, 6, 8 mm in PACKOUT kompatibler Kassette Milwaukee;14;5;10,7;0,05;5343FF
4932352211;Metallbohrer HSS-G kurz DIN 1897 5,0 x 62 mm, HSS-G kurz Milwaukee;9,8;2,6;2,7;0,08;5344FF
03-0020;RETTER Zwei-Säulen-Hebebühne RTH-2042 Trendline 4.2T;290;56;75;645;5345FF
02-0147-02-0358;RETTER Profi Reifenmontiermaschine 380V RT-706D Pro mit Booster System & Wuchtmaschine RT-70ES | Reifenservice SET;1500;1050;90;445;5346FF
3797544;FF101 CNC-Steuerung mit 3D-Grafik;0;0;0;0;5347FF
4312010;10 mm Gleitschuh;0;0;0;0;5348FF
3649503;2000 x 800 mm, motorisch Rollenbahnverlängerung;0;0;0;0;5349FF
4933451903;M12NRG-602 12V Starterset Milwaukee;7,5;38;15;1,63;5350FF
4932343280;HSS Kernlochbohrer, kurz 24 x 30 mm Milwaukee;10,7;3,5;3,8;0,12;5351FF
4932479034;TCT Lochsäge HM-bestückt einteilig 18 mm Milwaukee;8,3;5;17;0,13;5352FF
41015W;WARTER MULTI-200 PRO Kombigerät 6-in-1 Schweißgerät & Plasmaschneider;0;0;0;17;5353FF
4932480248;"FPT114H 1-1/4"" BSPT Alloy BSPT Schneidkopf 1-1/4"" für M18FPT114 Milwaukee";13;12;9;0,7;5354FF
48532775;Spirale für Akku-Rohrreiniger M18FFSDC 16 mm x 15 m Milwaukee;9,3;47,8;49,2;7,08;5355FF
4932480886;J18-M15 Geberit Mapress J18-M15 Milwaukee;22,7;16,1;9,4;2,06;5356FF
4932480892;J12-G20 Geberit Mapress J12-G20 Milwaukee;22,6;15,6;9,6;1,43;5357FF
4932352361;Metallbohrer HSS-G THUNDERWEB DIN 338 7,0 x 109 mm, HSS-G Milwaukee;17,2;4,8;0,6;0,03;5358FF
4932343274;HSS Kernlochbohrer, kurz 18 x 30 mm Milwaukee;3,8;3,5;10,6;0,1;5359FF
3352036;V 99S, X-Achse BF46/MH50 Montagesatz;79;210;60;12;5360FF
3440287;Ø 80 mm zentrisch spannend Dreibackendrehfutter;145;145;145;19;5361FF
4933451362;M18CHM-0C  FUEL™ Akku-Kombihammer SDS-max Milwaukee;67;53;16;11,91;5362FF
02-0513-25;Massiv-Holzarbeitsplatte für Schranksystem RTX5000 - 1362 x 700 x 44 mm | RETTER RTX-5000;136,2;70;4,4;36,4;5363FF
4933499200;M18FPT2-121C M18 FUEL™ 2? Gewindeschneidkluppe Milwaukee;84;19,3;54,5;23,54;5364FF
48533811;Rückholbohrer 16 mm für M18FCSSM Milwaukee;7;3,5;18,2;0,1;5365FF
4932430283;Pressbacke J12-TH26 Nennweite TH26 für 12 V Presswerkzeug Milwaukee;22,5;15,9;9,5;1,42;5366FF
4932471997;Presseinsatz für hydraulisches Akku-Presswerkzeug DIN 22  11-teiliges Set 16-300 mm Milwaukee;6;27;20;1,67;5367FF
4932371710;Hammerbohrer M2 SDS-Plus, 10er-Pack 12 x 210 mm, SDS-Plus 2-Schneiden Milwaukee;24,5;5;5;1,14;5368FF
6832625;Klemmschraube für Selbstbohrer bis 65 mm Milwaukee;0,4;0,4;0,6;0;5369FF
4933478446;"Milwaukee M18 Akku-Schlagschrauber 1/2"" Vierkant-Pin M18FIW2P12-0X";12,5;47,5;36,5;4,99;5370FF
01-0003;CDDR15-III Elektrischer Gabelstapler - Tragkraft 1.500 kg | Max. Hubhöhe 4.5 m;205,5;82;90;1200;5371FF
4933443600;"M18BIW38-0 Akku-Schlagschrauber 3/8"" Vierkant Milwaukee";22,2;17,6;10;1,5;5372FF
4933471435;M12FDGS-0 FUEL™ Akku-Geradschleifer Milwaukee;28,2;10,2;10,4;1,08;5373FF
4933480865;M18BLTS-0 M18™ Akku-Teleskop-Astschere Milwaukee;217,9;19,1;16,3;9,81;5374FF
4932399317;Hammerbohrer M2 SDS-Plus 5,5 x 210 mm, SDS-Plus 2-Schneiden Milwaukee;0,5;27,5;0,5;0,05;5375FF
4932245967;Zentrierbohrer 11 x 120 mm für Hammerbohrkrone SDS-Max/21 mm K-Hex Milwaukee;31,2;7,4;1,3;0,06;5376FF
4932471065;PACKOUT Organiser Slim Compact, inkl. Sortierboxen 250 x 380 x 65 mm Milwaukee;42;23,5;6,6;1,1;5377FF
4933464713;M18HNRG-552 NRG KIT IN2;0;0;0;0;5378FF
02-0877;RETTER Profi-Werkzeugwagen 8 Schubladen mit CR-V Werkzeug inkl. 20V Akku-Winkelschleifer & Schlagbohrschrauber | R13 Flex-SET;105;70;95;175;5379FF
3536238;für VDI 30 Werkzeughalter;101;175;102;328;5380FF
4933499243;M18FMCS66-802C M18 FUEL™ Akku-Metallkreissäge 66 mm Milwaukee;59;34,2;43,2;13,63;5381FF
4932352000;C12C Ladegerät Milwaukee;18,8;16,2;7,9;0,73;5382FF
02-0932;Hydraulikzylinder - 2 Loch Ersatzzylinder 2 Säulen Hebebühne automatisch;126;7,2;7,2;2;5383FF
4932479776;MXFPSB Profil für MXF PSC-1,22m Milwaukee;130;17;10;6;5384FF
4932499245;FROSBPHH150 Schleifteller für M12 FUEL™ 150 mm Exzenterschleifer - hart und mit Klettverschluss Milwaukee;18,6;15,4;4;0,22;5385FF
4932352045;Hammerbohrer MX4 SDS-Plus 10er Pack 8 x 115 mm, SDS-Plus 4-Schneiden Milwaukee;3,9;3,7;14,8;0,48;5386FF
4932459826;Metallbohrer HSS-G THUNDERWEB DIN 338   10er Pack 1,1 x 36 mm, HSS-G Milwaukee;7,8;2,2;2;0,01;5387FF
4932472083;HCS Lochsäge 177 x 96 mm Milwaukee;18;17;10;1,3;5388FF
4932493466;?PACKOUT Isolierflasche  700 ml mit Schraubdeckel, schwarz Milwaukee;9;9;30,6;0,69;5389FF
02-0864;Montiermaschine RT-706D mit 2 Geschwindigkeiten mit Booster und Felgenspannung bis 26 Zoll | RETTER;132;100;195;385;5390FF
3649173;1000 x 390 mm, 350 kg/m Rollenbahn;1025;450;200;55;5391FF
3640142;Späneförderer;0;0;0;0;5392FF
3352734;Ø 8 mm Weldon Halter BT 20;35;35;105;29;5393FF
4932464685;Lochsäge Bi-Metall 40 mm Contractor Milwaukee;5,5;11;5,5;0,15;5394FF
02-01026;Ersatzklingen 18 mm für Cuttermesser – 10 Stück | RT10969;18,5;6;2;0,8;5395FF
4933501112;C18HZ-0 Milwaukee Akku-Kompakt-Säbelsäge;34,5;8,5;18,5;2,1;5396FF
4933492833;M18BLDDRC-202C M18™ bürstenloser Akku-Bohrschrauber Milwaukee;37,4;13;31,5;4,38;5397FF
4933396396;PH28 Kombihammer PH 28 X Milwaukee;12,2;41,9;33;5,3;5398FF
4932493811;Kettensägen-Tasche für M18 / M12 Astsägen Kettensägen-Tasche für M18 / M12 Astsägen Milwaukee;26,3;53,5;7,7;1,06;5399FF
4932353825;Hammerbohrer M2 SDS-Plus 12 x 310 mm, SDS-Plus 2-Schneiden Milwaukee;1,4;3,5;37,4;0,14;5400FF
4932352784;Hammerbohrer SDS-Max 30 x 570 mm, SDS-Max 4-Schneiden Milwaukee;4,7;4,2;60;1,42;5401FF
4932459843;Metallbohrer HSS-G THUNDERWEB DIN 338   10er Pack 3,4 x 70 mm, HSS-G Milwaukee;9;2;2;0,05;5402FF
3353311;Ø 8 mm - BT30 Weldon Halter;120;65;65;5;5403FF
3354178;MV3-125 Dreiachsenschraubstock;410;270;270;284;5404FF
4932492058;Fräsbohrkrone SDS-Max 65 x 550 mm einteilig Milwaukee;61;8;8;2,33;5405FF
4932478176;"SHOCKWAVE Metallbohrer HSS-G RED HEX Titan 1/4""  10er Pack 3,0 x 65 mm Milwaukee";2,9;2,9;11,1;0,12;5406FF
4933479597;M18FCVN12-551 FUEL™ Akku-Betonrüttler Milwaukee;23;13;151;8,82;5407FF
4933499164;M18ONEFHIWF34-0 M18 FUEL™ ONE-KEY™ 3/4?-Akku-Schlagschrauber mit Sprengring Milwaukee;22,9;10,8;24,5;3,28;5408FF
4933498515;M18FHETE22-0 M18 FUEL™ Akku-Stabheckenschere 216 cm Milwaukee;25;21,5;111;9,33;5409FF
4932451773;Presseinsatz für hydraulisches Akku-Presswerkzeug DIN22 AL 50 für DIN AL Milwaukee;7,1;4,3;4,5;0,12;5410FF
4932367069;Hammerbohrer M2 SDS-Plus 16 x 600 mm, SDS-Plus 2-Schneiden Milwaukee;1,6;3,7;66;0,38;5411FF
4932367022;Hammerbohrer M2 SDS-Plus 18 x 600 mm, SDS-Plus 2-Schneiden Milwaukee;1,8;3,7;66;0,49;5412FF
3352032;Tischnut 18 mm/M 16 Niederhalter;150;130;100;27;5413FF
4933478508;M18FDDEXL-0 Staubabsaugung M18ONEFHX Milwaukee;25;13;46;2,6;5414FF
4933428970;MSL1000 Arbeitstisch Milwaukee;116,6;30,4;27,2;19,46;5415FF
4933498612;M18FORGENRG-802 M18 FORGENRG Kit Milwaukee;16;20;23;3,5;5416FF
4932459470;Presseinsatz für hydraulisches Akku-Presswerkzeug DIN13 Cu 95  Milwaukee;4;7,1;4,2;0,2;5417FF
4932356507;Hammerbohrer MX4 SDS-Plus 24 x 250 mm, SDS-Plus 4-Schneiden Milwaukee;2,4;3,6;31,3;0,4;5418FF
4932344310;Hammerbohrer M2 SDS-Plus 26 x 250 mm, SDS-Plus 2-Schneiden Milwaukee;31,4;3,3;2,5;0,4;5419FF
4932479502;"SWITCHBLADE Selbstbohrer 65 mm, 7/16"" Hex Milwaukee";9,5;18,3;5,2;0,41;5420FF
3357444;Ø 275 x 2,5 x 40 mm t4 Kreissägeblatt HSS;4;300;284;108;5421FF
3658065;3375 x 27 x 0,9 mm 3-4 ZpZ Sägeband;3375;1;27;5;5422FF
3655815;3660 x 27 x 0,9 mm 3-4 ZpZ Sägeband;0;0;0;366;5423FF
4933478308;M18ONEBLHPT-302C V-SET ONE KEY™ Bürstenloses Akku-Presswerkzeug (Sanitär) Milwaukee;20;63;41,5;16,85;5424FF
49162766;Softgrip-Ummantelung für M18FHIWP12 Milwaukee;25;20,2;8,4;0,24;5425FF
4932464867;Ersatz-Kabel-Schneidbacke für SWA für M18ONEHCC Milwaukee;15,8;8,5;17,5;1,54;5426FF
4932471106;"SHOCKWAVE Multimaterial Bohrer 1/4"" Hex 8 x 400 mm Milwaukee";2;51;5;0,12;5427FF
4932363661;Holzspiralbohrer DIN 7487 E 13 x 151 mm Milwaukee;23;4;1;0,08;5428FF
48894716;"SHOCKWAVE Metallbohrer HSS-G RED HEX Titan 1/4"" 6,8 x 108mm Milwaukee";17,2;4,8;1,1;0,02;5429FF
4932430333;Metallbohrer HSS-G lang DIN 340 4,5 x 126 mm, HSS-G lang Milwaukee;15;3;3;0,14;5430FF
4932480293;"SHOCKWAVE Schlagnuss 3/8"" lang 19 x 65 mm Milwaukee";8,4;13,2;3,6;0,18;5431FF
4933480960;M12FBFL13-0 Akku-Bandfeile;0;0;0;0;5432FF
3880138;Typ E8, Ø 62 x 26 x 22 mm Biegerollensatz;0;0;0;7;5433FF
4932363685;WS-Holz Schlangenbohrer 16 x 230 mm Milwaukee;29;2;2;0,18;5434FF
3658056;3320 x 27 x 0,9 mm 4-6 ZpZ Sägeband;3320;1;27;5;5435FF
3352052;MK 2/ ER 25 - M10 Spannzangenfutter-Satz;60;240;170;2;5436FF
4933498254;M18FROS125-502X M18 FUEL™ Akku-Exzenterschleifer 125 mm Milwaukee;47,5;18;36,2;6,73;5437FF
4932493462;Mineralisches Gewindeschneidöl Mineralisches Gewindeschneidöl Milwaukee;25;19;15;4,48;5438FF
4932464494;Presseinsatz für hydraulisches Akku-Presswerkzeug L22 Cu 150 Milwaukee;7;4;4;0,1;5439FF
4932352946;Hammerbohrer MX4 SDS-Plus 10 x 1000 mm, SDS-Plus 4-Schneiden Milwaukee;1,3;3,7;106,5;0,36;5440FF
3792051;für Rollenschere für HSBM 2160-1.0/2660-0.8/3160-0.7 Ersatzmesser-Set;0;0;0;1;5441FF
4933478309;M18ONEBLHPT-302C U-SET ONE KEY™ Bürstenloses Akku-Presswerkzeug (Sanitär) Milwaukee;20;62;42;15,95;5442FF
4933384300;PCE3/K Meißelhammer Milwaukee;41,8;12,1;33,2;5,9;5443FF
4933451014;MDP41 Magnetkernbohreinheit Milwaukee;54;68;19,5;22,11;5444FF
48534834;Wurzelschneider 150 mm/ 32 mm für M18FSSM Milwaukee;12,7;5,4;21,1;0,41;5445FF
02-01272;Zündschalter für 1.2t Mini-Bagger XN12-8, XN18, XN20 - KY-48139;0;0;0;0,3;5446FF
4932500305;"SHOCKWAVE Schlagnuss 1/2"" lang Milwaukee 35 x 77 mm";5;5;14;0,48;5447FF
4932430249;Pressbacke J12-M22 Nennweite M22 für 12 V Presswerkzeug Milwaukee;22,7;16;96;1,52;5448FF
4932352744;Kunststoffschleifteller 170 mm / Bohrung 22,2 mm Milwaukee;20;21;1;0,16;5449FF
4932478814;Filterelement (HEPA-Filter) für Trockenanwendungen für M18FCVL Milwaukee;13,5;13,5;3,5;0,1;5450FF
4932352834;Hammerbohrer M2 SDS-Plus Set 5-teilig 5,5 x 110 mm, 5,5/6/7/8 x 160 mm Milwaukee;1,6;7,3;18,5;0,24;5451FF
4932343747;Spatenmeißel SDS-Max 400 x 110 mm Milwaukee;45,4;10,1;2,6;1,22;5452FF
4932352500;Flachholzbohrer 28 x 400 mm Milwaukee;47,9;5;1,1;0,14;5453FF
02-0568;Werkstatteinrichtung Set 16 Teile PROFI Edition Schranksystem | RETTER D81 Heavy Duty Grey Line RTX-5000;456;70;200;595;5454FF
4932492651;M18FB12 Forge Akku 12.0 Ah;0;0;0;1;5455FF
4311007;21,3 mm / R 85,2 mm Biegesegment;0;0;0;0;5456FF
3640316;auf 55 HRc Gehärtete Tragrollen;0;0;0;0;5457FF
3357590;HSS Bi-Metall, M 42 3770 x 34 x 1,1 mm, 5- 8 ZpZ, 0° Sägeband;400;400;60;145;5458FF
4932451759;Presseinsatz für hydraulisches Akku-Presswerkzeug R22 Cu 70 für Standard Rohrkabelschuh Milwaukee;7;4;4;0,1;5459FF
4932451398;PXPH 63I - 5606 63mm Expanderkopf Milwaukee;18,5;18,3;20,3;3,08;5460FF
4932363282;HSS-G RED COBALT Metallbohrer DIN 338 11,0 x 142 mm, HSS-G Co Milwaukee;20;4,5;2;0,08;5461FF
4932363484;Metallbohrer HSS-R DIN 338  10er Pack 5,0 x 86 mm, HSS-R Milwaukee;9;5,5;0,6;0,09;5462FF
4932364149;Zusatzhandgriff mit Tiefenanschlag 13 mm kurz für 43 mm Spannhals Milwaukee;12,8;33,4;7,6;0,15;5463FF
4932480562;AIDTLM AIDTLM QR-Code Sticker Metall 25 Stück groß Milwaukee;32,9;30,4;1,6;0,08;5464FF
4932399099;Hammerfeste Schlagbohrkrone SDS-Plus 68 x 50 mm Milwaukee;7,5;7;7;0,54;5465FF
49560043;Lochsäge Bi-Metall 25 mm Hole Dozer Milwaukee;10,1;5,2;3,5;0,06;5466FF
4932472180;"Diamant-Nassbohrkrone WCHP-TK 40 x 370 mm / 1/2"" G Milwaukee";384;58;58;0,58;5467FF
02-01050;Werkstatt-LED-Lampe 63 cm magnetisch 1-tlg. mit Netzadapter-Anschluss RTY9321-63;0;0;0;0,3;5468FF
02-0185;Selbstansaugende Hebelpumpe mit Stahlfassung für 50 - 205 L Trommeln, 540 ml/Hub, inkl. 5.1 cm BSP-Adapter und Filter-Düsen | RETTER - RTZ5309;0;0;0;0;5469FF
02-0872;Montagekopf für Montiermaschine Entenkopf;17;10;5;1;5470FF
3655228;3100 x 27 x 0,9 mm 3-4 ZpZ Sägeband;0;0;0;62;5471FF
3536245;Ø 25 mm für VDI 30 Bohrstangenaufnahme;80;146;82;16;5472FF
4933499251;M18ONEFHIWF1D-121C M18 FUEL™ ONE-KEY™ 1?-Akku-Schlagschrauber mit Sprengring und langem Schaft Milwaukee;68;22;42,7;17;5473FF
4933440435;M12GG-0 Akku-Fettpresse Milwaukee;10,6;26,6;50,4;3,6;5474FF
4932472160;Hammerbohrer MX4 SDS-Plus 50er Pack 12 x 160 mm, SDS-Plus 4-Schneiden Milwaukee;22;13;8;4,37;5475FF
4932373360;HSS-G RED COBALT Metallbohrer DIN 338   5er Pack 13,0 x 151 mm, HSS-G Co Milwaukee;19;5;4,8;0,6;5476FF
02-0553;404-teiliges O-Ring-Sortiment | Ø 3 - 50 mm | Säure-, Benzin-, Hitze- und Ölbeständig - KW-F1088;0;0;0;0,7;5477FF
4932493198;RD300G Laserempfänger für Rotationslaser Milwaukee;24;20;7,2;0,9;5478FF
4933478705;IRPL250 Wiederaufladbare Stiftlampe Milwaukee;12,2;5,7;25,3;0,2;5479FF
4932479442;"Pressbacke J18-MP1/2"" Nennweite MP1/2"" für M18ONEBLHPT & M18BLHPT Milwaukee";22,9;15,7;9,5;2,29;5480FF
4932492418;Schultergurt für M18F2BL  Schultergurt für M18F2BL  Milwaukee;10;5,3;20,9;0,28;5481FF
4932459457;Presseinsatz für hydraulisches Akku-Presswerkzeug NF13 Cu 70 Milwaukee;7,1;4,4;4,4;0,2;5482FF
48445195;Nichtleitende-Kabel-Trommel 30 m  für M18FPFT Milwaukee;34,5;10,1;34,2;3,28;5483FF
3441465;Durchlass 10 - 70 mm für TM 3110 Mitlaufende Lünette;338;238;84;26;5484FF
3357005;Anschlussplatte;260;490;370;89;5485FF
